Demgraphic  infromation,Gender,Age,Marital Status,Are you living with Family?,Where do you live in Dhaka?,Type of your current living place? ,"How safe do you think your current place is from vector borne (Dengue, Malaria, Chikungunya, Kala-azar, Filariasis) diseases?",Which vector borne diseases  you had before?,What is your Education level? ,"Which media you use most for vector borne diseases (Dengue, Malaria, Chikungunya, Kala-azar, Filariasis) and precautionary measures related information? ",Which one you use most to reduce mosquito?,"Do you think COVID-19 Pandemic has negative impact on Vector borne disease, such as dengue and Chikungunya surveillance activities?  ",What is your present occupation status?,Do you belive Climate Change?,"Do you k0w that climate change (temperature, rainfall change) can affect on the number of vector, such as 0and 0transmitting  mosquito?",Which vector borne disease is 0t transmitted by mosquito? ,Do you k0w vector borne disease such as 0and 0is an infectious disease? ,Do you k0w 0fever can cause death?,"Do you k0w the Common Symptoms of 0and 0infection are Rash, Headache, High Fever, Joint Pain, Muscle Pain, Nausea ? ",Do you k0w that people can have 0or 0virus even without any (or mild symptoms) symptoms? ,Do you k0w one person can be infected with 0 virus more than once ? ,Do you k0w second time 0infection can be severe?,Do you k0w 0virus can be transmitted from infected pregnant mother to fetus? ,By which type of Aedes  mosquito 0and 0virus is transmitted ?,Does Aedes mosquito has stripes on the body?,Do you k0w where Aedes mosquitoes breed ? ,Aedes mosquito can breed both indoor and outdoor,Aedes  Mosquito likes to bite early in the morning and late evening,Do you k0w health call center number (16263) from Directorate General of Health Service? ,I should be careful about climate change and the effect of it on vector borne diseases,Climate Change Awareness program is required to reduce vector borne disesase outbreak ,"There should be early warning system for climate change problem (extreme heat, heavy rainfall, flood, drought) and its impact on vector borne disease",It is my responsibility to make sure there are no Aedes eggs and/or larvae in my house area,"My family members and neighbors should clean mosquito breeding site like water containers, storage tank, Plant pot one to three times a week.  ","Only chemical fogging by the authority is not enough to prevent vector borne diseases such as, Dengue and Chikungunya infection,  authority should also demolish the potential breeding sites. ",We should check Dengue and Chikungunya situation or hotspots around our area regularly ,It is necessary to continue the removal of mosquito breeding sites even during the period when there is no outbreak.  ,Dengue and Chikungunya outbreak in my community can be controlled if every household is committed to remove mosquito breeding sites ,I will take part in a public activity for Dengue and Chikungunya control or removal of mosquito breeding sites ,"If my family member has symptom of dengue and Chikungunya fever, I will bring him/her to see a doctor for immediate treatment ",I am concerned about vector borne diseases (such as dengue and Chikungunya) even in the Coronavirus pandemic time  ,"I follow practices (proper use of water, electricity, waste management) to lessen the climate change risk","I follow trusted sources, such as national and international media, local and national authorities for climate change and its impact on vector borne diseases ",I Call Municipality  authority for fogging.,I follow different ways (aerosol and/or liquid mosquito repellent and/or mosquito coil and/or electrical mosquito mat and/or mosquito bed net) to reduce mosquito,I wear proper cloth to protect from mosquito biting ,"I take extra precautions when I travel, to protect from mosquito biting ",I properly cover  Water containers used for water storage,"I keep the water-holding containers (tires, plastic bottles, parts of automobiles, cracked pots, plant pots) clear and drain the extra water  ",I scrub and clean the inner sides of the containers ,I Check for the presence of Aedes eggs and/or larvae inside or outside the house ,I visit hospital for test and treatment when I see symptoms of Dengue and Chikungunya ,I follow these vector borne diseases reduction practices even in the Coronavirus pandemi,Knowledge,Attitude,Pracitce,KAP,K_mean_sd,A_mean_sd,P_mean_sd,KAP_mean_sd,k_score,A_score,P_score
,Female,18-25 years,Married ,No,Dhaka North City Corporation ,Slum Area ,Very Unsafe,Dengue ,Secondary ,Social Media,Mosquito nets ,Yes,Employed ,0,1,0,0.5,0.5,1,1,1,0,0.5,1,1,1,0,0,0,4,3,3,3,4,3,4,2,4,2,2,4,1,1,0,1,0,0,1,1,1,1,0,0,0.53,0.63,0.58,0.58,,,,,8.5,38,6
,Female,More than 45 years ,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,Dengue ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Business ,0.5,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,4,3,3,2,3,2,2,3,2,3,2,2,1,1,0,1,0,1,1,1,1,0,0,1,0.72,0.52,0.67,0.63,,,,,11.5,31,7
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Slum Area ,Moderately Safe ,Dengue ,Higher Secondary ,Social Media,Mosquito nets ,Yes,Unemployed ,0.5,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,4,3,4,4,3,4,3,4,4,3,4,4,1,1,0,1,0,0,1,1,1,0,0,1,0.78,0.73,0.58,0.7,,,,,12.5,44,6
,Female,18-25 years,Unmarried ,No,Dhaka North City Corporation ,Slum Area ,Unsafe ,None ,Secondary ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Employed ,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0,4,4,4,4,4,4,4,3,4,5,4,3,1,1,1,1,0,0,1,1,1,0,0,1,0.81,0.78,0.67,0.75,,,,,13,47,7
,Female,18-25 years,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Very Unsafe,Chikungunya ,Secondary ,Social Media,Mosquito nets ,Maybe ,Unemployed ,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,5,4,4,5,3,3,3,3,3,3,5,5,1,1,0,1,0,0,1,1,1,0,0,1,0.78,0.77,0.58,0.71,,,,,12.5,46,6
,Male,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,Dengue ,Primary ,"Electronic media (TV, Radio)",Mosquito coil,No ,Business ,0,1,0,1,1,0.5,1,1,1,0.5,0,0.5,0,1,1,0,4,4,5,4,3,4,3,4,3,4,4,4,0,0,0,1,0,0,1,1,1,1,1,1,0.59,0.77,0.58,0.65,,,,,9.5,46,7
,Female,36-45 years ,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,Chikungunya ,None ,"People (Community, Family Members)",Mosquito nets ,Yes,Unemployed ,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,4,3,4,3,2,3,5,5,5,5,5,5,1,1,0,1,0,0,1,1,1,0,0,1,0.5,0.82,0.58,0.63,,,,,8,49,6
,Male,More than 45 years ,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Safe ,None ,None ,"People (Community, Family Members)",Mosquito nets ,Yes,Business ,0,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0,4,5,4,5,4,5,4,5,5,5,4,5,0,0,0,1,0,0,1,0,0,0,1,1,0.63,0.92,0.33,0.63,,,,,10,55,4
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Slum Area ,Very Unsafe,Dengue ,Secondary ,Social Media,Mosquito coil,Yes,Unemployed ,1,1,0,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0,3,4,4,3,4,4,3,4,4,3,4,4,1,1,0,1,0,0,1,1,1,0,0,1,0.72,0.73,0.58,0.68,,,,,11.5,44,6
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito coil,Maybe ,University Students,1,0.5,0,1,0,1,0,1,0,1,1,0.5,0,1,1,0,4,4,3,3,3,3,3,3,3,3,3,4,1,1,0,1,1,0,1,1,1,0,0,0,0.56,0.65,0.58,0.6,,,,,9,39,6
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Safe ,None ,Tertiary (University/National University) ,Social Media,Electrical mosquito bat ,Yes,University Students,1,1,0,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,1,1,1,1,1,1,1,0.88,1,0.92,0.93,,,,,14,60,10
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Very Safe,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",keeping the local environment clean,Yes,University Students,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,1,0,1,1,1,1,1,1,0.56,1,0.75,0.77,,,,,9,60,9
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,University Students,1,0,0,0,1,1,0,0,0,0,0,1,1,0.5,0.5,0,5,5,5,4,5,5,5,5,5,3,5,4,1,0,0,1,1,0,1,1,1,0,1,0,0.38,0.93,0.58,0.63,,,,,6,56,6
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Unsafe ,Chikungunya ,Tertiary (University/National University) ,Social Media,Mosquito repellent/aerosol ,Yes,University Students,1,1,0,1,1,1,1,1,1,0.5,1,1,1,1,0.5,0,4,4,4,5,5,5,4,4,4,4,4,4,1,1,0,1,0,0,1,1,1,0,1,1,0.81,0.85,0.67,0.78,,,,,13,51,7
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito coil,Yes,University Students,1,0,0,0,1,1,0,0,0,0,0,1,1,0.5,0.5,0,5,5,5,4,5,5,5,5,5,3,5,4,1,0,0,1,1,0,1,1,1,0,1,0,0.38,0.93,0.58,0.63,,,,,6,56,6
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Moderately Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito coil,Yes,Unemployed ,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,0,0,1,1,1,1,1,1,0.88,1,0.75,0.88,,,,,14,60,8
,Male,18-25 years,Unmarried ,No,Dhaka North City Corporation ,Up to 5 story building,Moderately Safe ,Dengue ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Yes,University Students,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,1,0,1,1,1,1,1,1,0.94,1,0.83,0.92,,,,,15,60,9
,Male,26-35 years ,Unmarried ,Yes,Dhaka North City Corporation ,More than 5 story building ,Very Unsafe,None ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Yes,Employed ,1,1,0,0.5,1,1,0.5,1,0.5,0.5,1,0.5,0,0.5,1,0,5,4,5,5,5,5,5,5,5,4,5,5,1,1,0,1,1,0,1,1,1,1,1,1,0.63,0.97,0.83,0.81,,,,,10,58,9
,Female,26-35 years ,Married ,Yes,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito nets ,Maybe ,Employed ,1,1,0,0.5,1,1,0.5,0.5,1,0,1,1,1,1,0.5,0,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,1,0,1,1,1,1,0,1,1,0.69,0.8,0.75,0.75,,,,,11,48,8
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Very Safe,None ,Tertiary (University/National University) ,Internet ,Mosquito repellent/aerosol ,Yes,University Students,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,1,1,1,1,1,1,1,1,1,0.88,0.8,0.92,0.86,,,,,14,48,10
,Male,26-35 years ,Unmarried ,Yes,Dhaka South City Corporation ,More than 5 story building ,Unsafe ,Chikungunya ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Yes,Business ,1,1,1,1,1,1,0,1,1,0,1,1,1,0.5,1,1,3,5,4,4,4,5,5,4,4,3,4,4,1,0,0,1,0,0,1,0,1,0,1,0,0.84,0.82,0.42,0.69,,,,,13.5,49,4
,Female,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Up to 5 story building,Safe ,None ,Tertiary (University/National University) ,Social Media,Mosquito repellent/aerosol ,Yes,Unemployed ,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,5,5,5,2,5,2,4,5,5,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0.88,0.73,0.33,0.65,,,,,14,44,3
,Male,26-35 years ,Unmarried ,Yes,Dhaka North City Corporation ,Up to 5 story building,Moderately Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Yes,Business ,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,5,4,3,3,3,3,3,3,3,3,3,3,1,1,0,1,1,0,1,1,1,1,1,1,0.63,0.65,0.83,0.7,,,,,10,39,9
,Female,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,"Mixed-use building (Shop, factory, office, and residence in the same building)",Safe ,None ,Tertiary (University/National University) ,Internet ,Mosquito nets ,Maybe ,University Students,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,0.94,,,,,13,60,11
,Female,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,Dengue ,Primary ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Employed ,0.5,1,0,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0,4,3,4,4,3,3,3,3,4,3,4,3,0,0,0,1,1,1,1,1,1,1,0,1,0.75,0.68,0.67,0.7,,,,,12,41,8
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,Chikungunya ,Secondary ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Unemployed ,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,4,3,3,3,3,3,4,4,4,4,3,4,1,1,0,1,1,0,1,1,1,1,0,1,0.5,0.7,0.75,0.65,,,,,8,42,8
,Female,18-25 years,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,None ,Primary ,"Electronic media (TV, Radio)",Mosquito coil,Yes,Unemployed ,0.5,1,0,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0,4,3,4,3,4,4,5,4,5,4,3,3,1,0,0,1,0,0,1,0,1,0,0,1,0.69,0.77,0.42,0.62,,,,,11,46,4
,Male,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,Chikungunya ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Unemployed ,0.5,1,0,1,1,1,1,0.5,0.5,0.5,1,0.5,0,0.5,0.5,0,4,5,4,5,5,3,4,5,4,5,4,4,0,1,0,1,0,0,1,0,0,0,0,1,0.59,0.87,0.33,0.6,,,,,9.5,52,4
,Female,26-35 years ,Married ,No,Dhaka North City Corporation ,Slum Area ,Unsafe ,None ,Secondary ,Social Media,Mosquito coil,No ,Employed ,1,1,0,1,1,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0,4,3,4,5,4,3,4,3,4,3,4,4,0,1,0,1,1,0,1,0,0,0,1,1,0.75,0.75,0.5,0.67,,,,,12,45,6
,Female,36-45 years ,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,None ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Business ,0.5,1,0,1,1,1,0.5,0,0,0,1,1,0,0,1,0,4,5,4,3,5,4,5,4,3,4,3,4,1,1,0,1,0,0,1,0,0,0,0,1,0.5,0.8,0.42,0.57,,,,,8,48,4
,Female,More than 45 years ,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,None ,None ,"People (Community, Family Members)",Mosquito coil,Maybe ,Business ,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.5,4,3,4,3,3,3,3,4,3,3,4,3,1,1,0,1,1,0,1,1,1,0,0,1,0.53,0.67,0.67,0.62,,,,,8.5,40,7
,Female,More than 45 years ,"Other: Separated, Divorced ",Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,Malaria ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Business ,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,4,5,4,3,4,3,4,4,4,4,3,3,1,0,0,1,0,0,1,1,1,0,0,1,0.56,0.75,0.5,0.6,,,,,9,45,5
,Female,26-35 years ,"Other: Separated, Divorced ",No,Dhaka North City Corporation ,Slum Area ,Unsafe ,None ,Primary ,"Electronic media (TV, Radio)",Mosquito nets ,No ,Unemployed ,0.5,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,4,4,3,3,3,3,3,4,5,5,5,4,0,0,0,1,1,0,1,1,1,1,1,1,0.66,0.77,0.67,0.7,,,,,10.5,46,8
,Female,26-35 years ,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Very Unsafe,Dengue ,None ,"People (Community, Family Members)",Mosquito nets ,Maybe ,Employed ,1,1,0,1,0.5,1,0,0,0,1,1,1,0,1,1,0,4,5,5,4,4,5,4,5,4,5,5,4,1,1,0,1,0,0,1,1,1,0,0,0,0.59,0.9,0.5,0.66,,,,,9.5,54,5
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Slum Area ,Very Unsafe,None ,Higher Secondary ,Social Media,Mosquito coil,Maybe ,Unemployed ,1,1,0,1,1,1,0.5,0.5,0.5,0.5,0,0.5,1,0.5,1,0,4,3,4,5,3,4,4,4,4,3,4,3,1,1,0,1,0,0,1,1,1,1,0,0,0.63,0.75,0.58,0.65,,,,,10,45,6
,Female,More than 45 years ,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,Dengue ,None ,"Electronic media (TV, Radio)",Mosquito nets ,No ,Business ,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,4,3,4,3,3,3,3,3,3,4,3,3,1,0,0,1,0,0,1,1,1,0,0,1,0.63,0.65,0.5,0.59,,,,,10,39,5
,Female,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Safe ,Chikungunya ,Secondary ,Social Media,Mosquito coil,Maybe ,Employed ,1,1,1,1,0,1,0.5,0.5,0.5,0.5,1,1,1,1,0,0,4,3,4,5,4,5,4,5,4,5,4,5,1,1,0,1,0,0,1,1,1,0,0,1,0.69,0.87,0.58,0.71,,,,,11,52,6
,Male,26-35 years ,Married ,No,Dhaka North City Corporation ,Up to 5 story building,Unsafe ,None ,Primary ,Internet ,Mosquito coil,Maybe ,Employed ,1,0,0,1,1,0.5,0,0.5,0.5,0,0,1,0,1,0.5,0,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,1,0,0,1,1,0,1,0,1,0.44,0.8,0.5,0.58,,,,,7,48,5
,Male,26-35 years ,Married ,No,Dhaka North City Corporation ,Slum Area ,Safe ,None ,Primary ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Employed ,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,5,4,5,4,5,4,5,4,5,5,3,4,1,1,0,1,0,0,0,0,0,0,1,1,0.5,0.88,0.42,0.6,,,,,8,53,4
,Male,26-35 years ,Married ,No,Dhaka North City Corporation ,Slum Area ,Unsafe ,Dengue ,Secondary ,"Electronic media (TV, Radio)",Mosquito coil,No ,Employed ,1,1,0,1,1,1,0.5,0.5,0.5,0.5,1,0.5,1,1,1,0.5,4,5,4,5,3,3,3,3,3,3,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0.75,0.7,0.33,0.59,,,,,12,42,3
,Female,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Up to 5 story building,Moderately Safe ,Chikungunya ,Higher Secondary ,Internet ,Mosquito coil,Yes,Unemployed ,1,1,0,1,1,0.5,0,0,1,0,1,1,0,1,1,0,5,4,4,5,4,4,4,4,4,4,4,4,1,1,0,1,0,0,1,1,0,1,1,1,0.59,0.83,0.67,0.7,,,,,9.5,50,7
,Male,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,None ,Secondary ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Employed ,0.5,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,4,5,3,3,3,4,4,3,3,4,3,3,1,1,0,1,0,0,0,0,0,0,1,1,0.59,0.7,0.42,0.57,,,,,9.5,42,4
,Male,26-35 years ,"Other: Separated, Divorced ",No,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,None ,Secondary ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Employed ,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,5,4,5,3,3,4,3,4,3,5,4,5,0,0,0,1,1,1,0,0,0,0,1,1,0.75,0.8,0.42,0.66,,,,,12,48,5
,Male,18-25 years,Unmarried ,No,Dhaka South City Corporation ,Slum Area ,Moderately Safe ,None ,Primary ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Employed ,0.5,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,4,5,4,5,4,5,4,5,4,5,4,5,1,1,0,1,0,0,1,0,1,0,0,1,0.59,0.9,0.5,0.66,,,,,9.5,54,5
,Female,18-25 years,Married ,No,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,None ,None ,"Electronic media (TV, Radio)",Mosquito coil,No ,Employed ,0.5,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,4,3,4,3,4,3,3,4,3,4,3,4,0,1,0,1,1,0,1,1,1,0,0,1,0.84,0.7,0.58,0.71,,,,,13.5,42,7
,Female,26-35 years ,"Other: Separated, Divorced ",Yes,Dhaka South City Corporation ,Slum Area ,Moderately Safe ,None ,Higher Secondary ,"Electronic media (TV, Radio)",Mosquito coil,No ,Employed ,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,4,3,4,4,5,3,4,4,4,3,4,3,1,1,0,1,0,0,1,1,1,1,1,0,0.56,0.75,0.67,0.66,,,,,9,45,7
,Female,36-45 years ,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,None ,None ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Employed ,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,4,5,5,5,4,5,4,5,4,5,4,5,1,1,0,1,0,0,1,1,0,0,1,1,0.75,0.92,0.58,0.75,,,,,12,55,6
,Female,26-35 years ,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,None ,Primary ,"Electronic media (TV, Radio)",Mosquito coil,Yes,Employed ,0.5,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,4,5,5,4,4,4,4,3,3,3,3,3,1,1,0,1,0,0,1,1,1,1,0,1,0.66,0.75,0.67,0.69,,,,,10.5,45,7
,Female,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,None ,Secondary ,Social Media,Mosquito nets ,No ,Unemployed ,1,0.5,0,1,0.5,0,1,1,1,1,1,1,1,1,1,1,4,4,3,3,4,3,3,4,3,4,4,3,1,1,0,1,0,0,1,1,0,0,1,1,0.81,0.7,0.58,0.7,,,,,13,42,6
,Female,18-25 years,Married ,No,Dhaka North City Corporation ,Slum Area ,Unsafe ,Dengue ,None ,"Electronic media (TV, Radio)",Mosquito nets ,No ,Employed ,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,4,3,5,3,5,4,3,3,3,3,5,4,0,0,0,1,1,1,0,1,1,1,1,1,0.69,0.75,0.67,0.7,,,,,11,45,8
,Female,18-25 years,"Other: Separated, Divorced ",Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,None ,Primary ,"People (Community, Family Members)",Mosquito coil,Maybe ,Employed ,0.5,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,3,3,4,4,3,2,3,3,3,1,0,0,1,1,1,1,0,1,1,0,0,0.66,0.67,0.58,0.64,,,,,10.5,40,6
,Female,26-35 years ,"Other: Separated, Divorced ",Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,Chikungunya ,Primary ,"Electronic media (TV, Radio)",Mosquito coil,Maybe ,Business ,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,4,3,4,3,3,4,3,3,4,4,5,4,0,1,0,1,0,0,0,0,0,0,1,1,0.56,0.73,0.33,0.54,,,,,9,44,4
,Female,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Moderately Safe ,None ,None ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Unemployed ,0.5,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,4,3,3,4,3,4,5,2,2,2,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0.47,0.62,0.33,0.47,,,,,7.5,37,3
,Male,18-25 years,Unmarried ,Yes,Dhaka South City Corporation ,Up to 5 story building,Moderately Safe ,None ,Higher Secondary ,Internet ,Mosquito coil,Yes,Unemployed ,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,0.81,1,1,0.94,,,,,13,60,11
,Male,18-25 years,Married ,Yes,Dhaka South City Corporation ,Slum Area ,Unsafe ,None ,Secondary ,Social Media,Mosquito coil,Maybe ,Employed ,1,1,0,1,1,0.5,0,0.5,1,1,1,1,1,1,1,0,4,3,4,3,3,4,4,3,4,2,4,4,1,1,0,1,1,1,1,1,1,1,1,1,0.75,0.7,0.92,0.79,,,,,12,42,10
,Male,36-45 years ,Married ,Yes,Dhaka North City Corporation ,More than 5 story building ,Safe ,None ,Tertiary (University/National University) ,"Electronic media (TV, Radio)",Mosquito nets ,Yes,Employed ,1,0,0,1,1,0.5,0,1,1,0,1,1,0,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,1,0,1,1,1,0,1,1,1,0.59,0.8,0.75,0.71,,,,,9.5,48,8
,Male,26-35 years ,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,Dengue ,None ,"Electronic media (TV, Radio)",Mosquito nets ,No ,Business ,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,4,5,5,4,5,4,5,4,5,4,4,4,1,1,0,1,0,0,1,1,1,0,0,1,0.44,0.88,0.58,0.63,,,,,7,53,6
,Male,18-25 years,Unmarried ,Yes,Dhaka North City Corporation ,Slum Area ,Unsafe ,None ,Secondary ,Social Media,Mosquito coil,Maybe ,Unemployed ,1,1,0,1,1,1,1,0.5,0.5,0.5,1,1,1,0,0,0,4,3,3,2,3,4,3,2,3,2,3,4,0,1,0,1,1,1,1,0,0,0,1,1,0.66,0.6,0.58,0.61,,,,,10.5,36,7
,Male,26-35 years ,Married ,No,Dhaka North City Corporation ,Slum Area ,Unsafe ,Dengue ,Secondary ,"Electronic media (TV, Radio)",Mosquito nets ,Maybe ,Employed ,0,1,0,1,0.5,1,0,0,0,0,1,1,1,1,1,0,4,5,5,4,5,5,4,5,5,4,3,4,1,1,0,0,0,1,0,0,0,0,1,1,0.53,0.88,0.42,0.61,,,,,8.5,53,4
,Male,18-25 years,Married ,Yes,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,Dengue ,Secondary ,Social Media,Mosquito coil,Maybe ,Employed ,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,4,3,4,5,4,4,3,4,5,4,3,3,1,1,0,1,0,0,0,0,0,0,1,1,0.63,0.77,0.42,0.6,,,,,10,46,4
,Male,18-25 years,Married ,No,Dhaka North City Corporation ,Slum Area ,Moderately Safe ,Dengue ,Secondary ,Social Media,Mosquito coil,No ,Employed ,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,4,3,4,3,3,4,3,4,3,2,3,4,1,0,0,1,0,0,0,0,0,0,1,1,0.56,0.67,0.33,0.52,,,,,9,40,3
